Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
11653,"179,900",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,54,Piso peque,"3,331",SI,NO,Numancia,Puente de Vallecas
11654,"175,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,51,Piso peque,"3,431",SI,NO,Numancia,Puente de Vallecas
11655,"170,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,51,Piso peque,"3,333",SI,NO,Numancia,Puente de Vallecas
11656,"199,000",bajo,Sotano,exterior,1,1 - 5 rooms,51,Piso peque,"3,902",SI,NO,Numancia,Puente de Vallecas
11657,"119,000",bajo,Sotano,exterior,1,1 - 5 rooms,46,Piso peque,"2,587",SI,NO,Entrevﾃｭas,Puente de Vallecas
11658,"585,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,109,Piso intermedio,"5,367",SI,NO,San Diego,Puente de Vallecas
11659,"142,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,75,Piso peque,"1,893",SI,NO,Entrevﾃｭas,Puente de Vallecas
11660,"379,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,61,Piso peque,"6,213",SI,SI,San Diego,Puente de Vallecas
11661,"235,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,43,Piso peque,"5,465",SI,SI,San Diego,Puente de Vallecas
11662,"319,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,40,Piso peque,"7,975",SI,SI,San Diego,Puente de Vallecas
11663,"380,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,102,Piso intermedio,"3,725",SI,NO,San Diego,Puente de Vallecas
11664,"122,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,84,Piso peque,"1,452",NO,SI,Palomeras Bajas,Puente de Vallecas
11665,"580,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,109,Piso intermedio,"5,321",SI,NO,San Diego,Puente de Vallecas
11666,"390,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,77,Piso peque,"5,065",SI,NO,San Diego,Puente de Vallecas
11667,"570,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,101,Piso intermedio,"5,644",SI,NO,San Diego,Puente de Vallecas
11668,"235,000",bajo,Sotano,exterior,2,1 - 5 rooms,96,Piso peque,"2,448",SI,NO,San Diego,Puente de Vallecas
11669,"270,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,115,Piso intermedio,"2,348",SI,NO,San Diego,Puente de Vallecas
11670,"199,000",bajo,Sotano,exterior,1,1 - 5 rooms,71,Piso peque,"2,803",SI,NO,San Diego,Puente de Vallecas
11671,"195,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,52,Piso peque,"3,750",SI,NO,San Diego,Puente de Vallecas
11672,"143,100",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,48,Piso peque,"2,981",SI,SI,Palomeras Bajas,Puente de Vallecas
11673,"123,400",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,41,Piso peque,"3,010",SI,SI,Palomeras Bajas,Puente de Vallecas
11674,"146,300",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,49,Piso peque,"2,986",SI,SI,Palomeras Bajas,Puente de Vallecas
11675,"109,000",bajo,Sotano,exterior,1,1 - 5 rooms,66,Piso peque,"1,652",NO,NO,Numancia,Puente de Vallecas
11676,"133,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,76,Piso peque,"1,750",NO,NO,San Diego,Puente de Vallecas
11677,"170,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"2,464",SI,NO,Portazgo,Puente de Vallecas
11678,"105,000",bajo,Sotano,exterior,1,1 - 5 rooms,51,Piso peque,"2,059",SI,NO,Entrevﾃｭas,Puente de Vallecas
11679,"240,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,95,Piso peque,"2,526",SI,SI,Numancia,Puente de Vallecas
11680,"129,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"1,955",NO,NO,Portazgo,Puente de Vallecas
11681,"198,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,80,Piso peque,"2,475",NO,NO,Numancia,Puente de Vallecas
11682,"85,000",bajo,Sotano,exterior,2,1 - 5 rooms,47,Piso peque,"1,809",NO,NO,Portazgo,Puente de Vallecas
11683,"77,000",bajo,Sotano,interior,2,1 - 5 rooms,35,Piso peque,"2,200",NO,NO,San Diego,Puente de Vallecas
11684,"146,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"2,561",SI,NO,Palomeras Bajas,Puente de Vallecas
11685,"145,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,86,Piso peque,"1,686",NO,NO,San Diego,Puente de Vallecas
11686,"140,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"2,222",NO,SI,Numancia,Puente de Vallecas
11687,"210,000",bajo,Sotano,exterior,3,1 - 5 rooms,119,Piso intermedio,"1,765",SI,NO,San Diego,Puente de Vallecas
11688,"250,000",bajo,Sotano,exterior,1,1 - 5 rooms,70,Piso peque,"3,571",SI,NO,San Diego,Puente de Vallecas
11689,"290,000",bajo,Sotano,exterior,2,1 - 5 rooms,91,Piso peque,"3,187",SI,NO,San Diego,Puente de Vallecas
11690,"121,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,76,Piso peque,"1,592",NO,NO,Portazgo,Puente de Vallecas
11691,"129,900",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"2,279",SI,NO,Palomeras sureste,Puente de Vallecas
11692,"118,000",planta 3,Plantas inferiores,,3,1 - 5 rooms,70,Piso peque,"1,686",NO,NO,San Diego,Puente de Vallecas
11693,"165,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,85,Piso peque,"1,941",SI,NO,Entrevﾃｭas,Puente de Vallecas
11694,"89,900",bajo,Sotano,exterior,2,1 - 5 rooms,61,Piso peque,"1,474",NO,NO,Numancia,Puente de Vallecas
11695,"239,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"2,598",NO,NO,Numancia,Puente de Vallecas
11696,"186,500",sotano,Sotano,interior,2,1 - 5 rooms,100,Piso peque,"1,865",NO,NO,Entrevﾃｭas,Puente de Vallecas
11697,"165,000",planta 1,Plantas inferiores,,3,1 - 5 rooms,80,Piso peque,"2,063",NO,NO,Entrevﾃｭas,Puente de Vallecas
11698,"165,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,61,Piso peque,"2,705",SI,NO,San Diego,Puente de Vallecas
11699,"130,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"1,884",NO,NO,San Diego,Puente de Vallecas
11700,"130,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"1,884",NO,NO,San Diego,Puente de Vallecas
11701,"160,000",planta 1,Plantas inferiores,,3,1 - 5 rooms,107,Piso intermedio,"1,495",NO,NO,Entrevﾃｭas,Puente de Vallecas
11702,"115,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"1,825",NO,NO,San Diego,Puente de Vallecas
11703,"125,000",entreplanta,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"2,315",NO,NO,San Diego,Puente de Vallecas
11704,"238,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,98,Piso peque,"2,429",SI,NO,Palomeras sureste,Puente de Vallecas
11705,"189,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"2,100",SI,NO,Numancia,Puente de Vallecas
11706,"219,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,67,Piso peque,"3,269",SI,NO,Numancia,Puente de Vallecas
11707,"199,000",bajo,Sotano,exterior,1,1 - 5 rooms,53,Piso peque,"3,755",SI,NO,Numancia,Puente de Vallecas
11708,"215,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,67,Piso peque,"3,209",SI,NO,Numancia,Puente de Vallecas
11709,"152,000",bajo,Sotano,exterior,3,1 - 5 rooms,56,Piso peque,"2,714",NO,NO,Palomeras sureste,Puente de Vallecas
11710,"145,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"1,611",NO,NO,Numancia,Puente de Vallecas
11711,"85,000",bajo,Sotano,interior,1,1 - 5 rooms,35,Piso peque,"2,429",NO,NO,Numancia,Puente de Vallecas
11712,"195,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,69,Piso peque,"2,826",SI,NO,Portazgo,Puente de Vallecas
11713,"164,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,74,Piso peque,"2,216",SI,NO,San Diego,Puente de Vallecas
11714,"135,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,72,Piso peque,"1,875",SI,NO,Entrevﾃｭas,Puente de Vallecas
11715,"119,500",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,37,Piso peque,"3,230",SI,NO,San Diego,Puente de Vallecas
11716,"172,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,78,Piso peque,"2,205",SI,NO,Numancia,Puente de Vallecas
11717,"121,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"2,420",NO,NO,Portazgo,Puente de Vallecas
11718,"175,000",bajo,Sotano,,1,1 - 5 rooms,37,Piso peque,"4,730",SI,NO,Numancia,Puente de Vallecas
11719,"143,500",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,71,Piso peque,"2,021",NO,NO,Palomeras sureste,Puente de Vallecas
11720,"114,900",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"2,298",NO,NO,Palomeras Bajas,Puente de Vallecas
11721,"115,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"1,885",NO,NO,Portazgo,Puente de Vallecas
11722,"106,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,59,Piso peque,"1,797",NO,NO,San Diego,Puente de Vallecas
11723,"131,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,68,Piso peque,"1,926",NO,NO,Palomeras sureste,Puente de Vallecas
11724,"118,000",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,64,Piso peque,"1,844",NO,NO,Palomeras sureste,Puente de Vallecas
11725,"110,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,50,Piso peque,"2,200",NO,NO,Numancia,Puente de Vallecas
11726,"139,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"2,138",NO,NO,San Diego,Puente de Vallecas
11727,"290,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,102,Piso intermedio,"2,843",SI,NO,Numancia,Puente de Vallecas
11728,"182,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"2,427",SI,NO,Portazgo,Puente de Vallecas
11729,"210,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,106,Piso intermedio,"1,981",SI,NO,Numancia,Puente de Vallecas
11730,"119,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"2,088",NO,NO,Portazgo,Puente de Vallecas
11731,"133,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,65,Piso peque,"2,046",SI,NO,Numancia,Puente de Vallecas
11732,"124,900",bajo,Sotano,exterior,2,1 - 5 rooms,60,Piso peque,"2,082",NO,NO,Portazgo,Puente de Vallecas
11733,"115,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,45,Piso peque,"2,556",SI,NO,Entrevﾃｭas,Puente de Vallecas
11734,"215,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,115,Piso intermedio,"1,870",SI,SI,Palomeras sureste,Puente de Vallecas
11735,"129,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"2,481",NO,NO,Numancia,Puente de Vallecas
11736,"149,500",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"2,167",NO,NO,Palomeras Bajas,Puente de Vallecas
11737,"97,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,59,Piso peque,"1,644",NO,NO,Portazgo,Puente de Vallecas
11738,"200,000",entreplanta,Plantas inferiores,exterior,1,1 - 5 rooms,71,Piso peque,"2,817",SI,SI,Palomeras Bajas,Puente de Vallecas
11739,"265,000",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,100,Piso peque,"2,650",SI,SI,Palomeras sureste,Puente de Vallecas
11740,"239,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"2,598",NO,NO,Numancia,Puente de Vallecas
11741,"116,500",planta 4,Plantas inferiores,,3,1 - 5 rooms,56,Piso peque,"2,080",NO,NO,San Diego,Puente de Vallecas
11742,"173,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,78,Piso peque,"2,218",SI,NO,Numancia,Puente de Vallecas
11743,"150,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,79,Piso peque,"1,899",NO,NO,Portazgo,Puente de Vallecas
11744,"215,000",planta 10,Plantas altas,exterior,4,1 - 5 rooms,111,Piso intermedio,"1,937",SI,NO,Palomeras sureste,Puente de Vallecas
11745,"111,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"1,110",SI,NO,Numancia,Puente de Vallecas
11746,"66,000",planta -1,Plantas inferiores,exterior,3,1 - 5 rooms,86,Piso peque,767,NO,NO,Palomeras Bajas,Puente de Vallecas
11747,"140,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,70,Piso peque,"2,000",SI,NO,Entrevﾃｭas,Puente de Vallecas
11748,"138,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,70,Piso peque,"1,971",NO,NO,San Diego,Puente de Vallecas
11749,"105,000",bajo,Sotano,exterior,2,1 - 5 rooms,43,Piso peque,"2,442",NO,NO,San Diego,Puente de Vallecas
11750,"149,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,75,Piso peque,"1,987",NO,NO,Numancia,Puente de Vallecas
11751,"133,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,180",SI,NO,Numancia,Puente de Vallecas
11752,"235,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"2,350",SI,NO,Palomeras Bajas,Puente de Vallecas
11753,"175,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,88,Piso peque,"1,989",NO,NO,Numancia,Puente de Vallecas
11754,"129,000",bajo,Sotano,exterior,2,1 - 5 rooms,60,Piso peque,"2,150",NO,NO,Palomeras Bajas,Puente de Vallecas
11755,"220,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,84,Piso peque,"2,619",SI,SI,Numancia,Puente de Vallecas
11756,"143,500",planta 1,Plantas inferiores,,3,1 - 5 rooms,70,Piso peque,"2,050",NO,NO,Palomeras sureste,Puente de Vallecas
11757,"250,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,131,Piso intermedio,"1,908",SI,NO,Portazgo,Puente de Vallecas
11758,"112,000",bajo,Sotano,exterior,2,1 - 5 rooms,52,Piso peque,"2,154",NO,NO,Portazgo,Puente de Vallecas
11759,"130,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,167",NO,NO,San Diego,Puente de Vallecas
11760,"120,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,53,Piso peque,"2,264",NO,NO,Numancia,Puente de Vallecas
11761,"197,400",bajo,Sotano,,3,1 - 5 rooms,113,Piso intermedio,"1,747",NO,NO,Palomeras Bajas,Puente de Vallecas
11762,"120,000",bajo,Sotano,exterior,2,1 - 5 rooms,53,Piso peque,"2,264",NO,NO,San Diego,Puente de Vallecas
11763,"195,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,84,Piso peque,"2,321",SI,NO,San Diego,Puente de Vallecas
11764,"95,619",bajo,Sotano,exterior,2,1 - 5 rooms,57,Piso peque,"1,678",SI,NO,Palomeras sureste,Puente de Vallecas
11765,"137,000",bajo,Sotano,exterior,2,1 - 5 rooms,52,Piso peque,"2,635",NO,NO,Portazgo,Puente de Vallecas
11766,"120,000",bajo,Sotano,exterior,2,1 - 5 rooms,57,Piso peque,"2,105",SI,NO,Numancia,Puente de Vallecas
11767,"199,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"2,221",SI,NO,San Diego,Puente de Vallecas
11768,"204,900",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,108,Piso intermedio,"1,897",SI,SI,Palomeras sureste,Puente de Vallecas
11769,"170,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,108,Piso intermedio,"1,574",SI,NO,Palomeras sureste,Puente de Vallecas
11770,"123,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"2,278",NO,NO,Portazgo,Puente de Vallecas
11771,"280,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,110,Piso intermedio,"2,545",SI,NO,Palomeras sureste,Puente de Vallecas
11772,"120,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,000",NO,NO,Numancia,Puente de Vallecas
11773,"146,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,433",SI,NO,Palomeras Bajas,Puente de Vallecas
11774,"149,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,83,Piso peque,"1,795",NO,NO,San Diego,Puente de Vallecas
11775,"151,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,110,Piso intermedio,"1,373",NO,NO,Entrevﾃｭas,Puente de Vallecas
11776,"163,000",bajo,Sotano,exterior,3,1 - 5 rooms,96,Piso peque,"1,698",SI,NO,Palomeras sureste,Puente de Vallecas
11777,"539,000",chalet,Chalet,exterior,4,1 - 5 rooms,248,Piso grande,"2,173",NO,NO,Portazgo,Puente de Vallecas
11778,"119,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,72,Piso peque,"1,653",SI,NO,Entrevﾃｭas,Puente de Vallecas
11779,"135,000",bajo,Sotano,exterior,3,1 - 5 rooms,64,Piso peque,"2,109",NO,NO,Palomeras sureste,Puente de Vallecas
11780,"185,000",planta 10,Plantas altas,exterior,3,1 - 5 rooms,103,Piso intermedio,"1,796",SI,NO,Palomeras sureste,Puente de Vallecas
11781,"137,000",bajo,Sotano,exterior,2,1 - 5 rooms,52,Piso peque,"2,635",NO,NO,Portazgo,Puente de Vallecas
11782,"188,500",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,85,Piso peque,"2,218",NO,NO,Numancia,Puente de Vallecas
11783,"139,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,78,Piso peque,"1,782",NO,NO,Portazgo,Puente de Vallecas
11784,"160,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,85,Piso peque,"1,882",NO,NO,San Diego,Puente de Vallecas
11785,"155,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,65,Piso peque,"2,385",NO,NO,Portazgo,Puente de Vallecas
11786,"128,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"1,939",SI,NO,Palomeras sureste,Puente de Vallecas
11787,"238,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"2,644",SI,SI,Palomeras Bajas,Puente de Vallecas
11788,"159,900",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,89,Piso peque,"1,797",SI,NO,Palomeras Bajas,Puente de Vallecas
11789,"115,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"1,885",NO,NO,Portazgo,Puente de Vallecas
11790,"139,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"1,853",NO,NO,Numancia,Puente de Vallecas
11791,"199,900",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,63,Piso peque,"3,173",SI,SI,Palomeras sureste,Puente de Vallecas
11792,"130,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,167",NO,NO,Palomeras sureste,Puente de Vallecas
11793,"196,700",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,52,Piso peque,"3,783",SI,SI,Palomeras Bajas,Puente de Vallecas
11794,"150,000",bajo,Sotano,exterior,2,1 - 5 rooms,60,Piso peque,"2,500",NO,NO,Numancia,Puente de Vallecas
11795,"281,300",bajo,Sotano,exterior,2,1 - 5 rooms,103,Piso intermedio,"2,731",SI,SI,Palomeras Bajas,Puente de Vallecas
11796,"273,100",bajo,Sotano,exterior,2,1 - 5 rooms,103,Piso intermedio,"2,651",SI,SI,Palomeras Bajas,Puente de Vallecas
11797,"113,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,67,Piso peque,"1,687",NO,NO,San Diego,Puente de Vallecas
11798,"650,000",bajo,Sotano,exterior,4,1 - 5 rooms,700,Piso muy grande,929,NO,SI,Portazgo,Puente de Vallecas
11799,"121,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"2,420",NO,NO,Portazgo,Puente de Vallecas
11800,"163,000",bajo,Sotano,exterior,3,1 - 5 rooms,97,Piso peque,"1,680",SI,NO,Palomeras sureste,Puente de Vallecas
11801,"115,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"1,885",NO,NO,Portazgo,Puente de Vallecas
11802,"198,500",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,84,Piso peque,"2,363",SI,SI,Numancia,Puente de Vallecas
11803,"169,900",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"2,697",SI,SI,San Diego,Puente de Vallecas
11804,"227,000",planta 10,Plantas altas,exterior,3,1 - 5 rooms,122,Piso intermedio,"1,861",SI,NO,Palomeras sureste,Puente de Vallecas
11805,"159,900",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,61,Piso peque,"2,621",SI,NO,San Diego,Puente de Vallecas
11806,"135,000",planta 3,Plantas inferiores,interior,4,1 - 5 rooms,113,Piso intermedio,"1,195",NO,NO,Entrevﾃｭas,Puente de Vallecas
11807,"143,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,65,Piso peque,"2,200",SI,NO,San Diego,Puente de Vallecas
11808,"275,700",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,86,Piso peque,"3,206",SI,SI,Palomeras Bajas,Puente de Vallecas
11809,"129,500",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,77,Piso peque,"1,682",NO,NO,San Diego,Puente de Vallecas
11810,"160,000",bajo,Sotano,exterior,2,1 - 5 rooms,49,Piso peque,"3,265",SI,NO,Numancia,Puente de Vallecas
11811,"143,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,85,Piso peque,"1,682",NO,NO,San Diego,Puente de Vallecas
11812,"137,700",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,257",NO,NO,Numancia,Puente de Vallecas
11813,"408,000",planta 8,Plantas intermedias,exterior,4,1 - 5 rooms,131,Piso intermedio,"3,115",SI,SI,Palomeras sureste,Puente de Vallecas
11814,"199,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"2,221",SI,NO,Numancia,Puente de Vallecas
11815,"158,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,75,Piso peque,"2,107",SI,NO,Entrevﾃｭas,Puente de Vallecas
11816,"157,200",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"2,096",NO,NO,Palomeras Bajas,Puente de Vallecas
11817,"133,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"2,660",NO,NO,San Diego,Puente de Vallecas
